ID,ISBN:,Автор:,В базе:,В закладки,Возраст,Год:,Издательство:,Код:,Название,Не понравилось,Обложка,Описание,Переводчик:,Переплёт:,Понравилось,Производитель:,Размеры:,Рейтинг,Серия:,Страниц:,Тематика:,Тираж:,Формат:,Цена
3440963,978-5-699-28578-5,Емец Дмитрий Александрович,Э.ТГ(нов).Таня Гроттер 6.И молот Перуна,0,12+,2008,Эксмо,398026,Таня Гроттер и молот Перуна  Емец Дмитрий Александрович,1,/files/1377/17/77/14.jpg," Кто-то ночь за ночью нарушает магическую защиту Буяна, выбивая на непроницаемом куполе загадочные символы. Одновременно с этим Гробыня лишается магии и вынуждена вернуться к лопухоидам, Гуня Гломов теряет силу, Катя Лоткова - красоту. В Тибидохсе происходит что-то непонятное... А жизнь между тем не стоит на месте. Пипа Дурнева, у которой обнаружилась интуитивная магия, попадает в школу магии. Таня Гроттер испытывает на себе действие магии вуду и, как кошка, влюбляется в Пуппера. А команде Тибидохса по драконболу предстоит сразиться со сборной вечности, куда входят наиизвестнейшие игроки всех времен и народов, среди которых сам... далее Читать Свернуть ",,твердый,20,,"13,00 см x 21,00 см x 3,20 см", 95.24%,Таня Гроттер,432,Для среднего школьного возраста,5100,84х108/32,
345270,978-5-367-00328-4,Фрай Макс,"Амф.Фрай Ворона на мосту История, рассказанная сэром Шурфом",0,16+,2006,Амфора,310838,Ворона на мосту,0,/files/1836/13/18/42.jpg," Делая собственную историю чужим достоянием, рассказчик не просто воскрешает ее в памяти, но и в некотором роде заново овеществляет. Она, конечно, и так не выдумка, и все же прежде, до слов, ей недоставало подлинности. В результате совместных усилий рассказчика и слушателя или читателя на перилах невообразимого Моста Времени одна за другой появляются зримые и осязаемые зарубки. Поэтому вот вам история о Рыбнике, рыбаке и рыбке, и еще о мокрой вороне, и о конце света заодно, и, если уж на то пошло, - о начале света; и как же хорошо, что у этого слова так много смыслов, как ни поверни, все - правда. Рассказать об этом было почти невозможно, но если не совершать невозможное хотя бы иногда, жизнь человеческая утрачивает сокровенный смысл. далее Читать Свернуть ",,твердый,15,,"13,00 см x 20,00 см x 2,20 см", 100%,Хроники Ехо,334,Отечественная,30000,84х108/32,
345522,978-5-367-00313-0,Фрай Макс,Амф.Фрай Болтливый мертвец (доп.5),0,16+,2007,Амфора,322637,Болтливый мертвец  Фрай Макс ,0,/files/1836/13/69/04.jpg," После череды уже ставших привычными чудес и приключений столкнуться с угрозой конца Мира и найти врагов вместо лучших друзей, выяснить, что лучшие твои воспоминания всего лишь блеф, тут уж любой в сердцах выдаст: ""Гори оно все синим пламенем!"" далее Читать Свернуть ",,твердый,89,,"13,00 см x 20,00 см x 3,40 см", 100%,Лабиринты Ехо,590,Отечественная,5000,84х108/32,
345523,978-5-367-00306-2,Фрай Макс,Амф.Фрай Мой Рагнарек: роман,0,16+,2009,Амфора,322674,Мой Рагнарёк ,9,/files/1836/13/69/24.jpg,,,твердый,105,,"13,00 см x 20,00 см x 2,50 см", 92.11%,Лабиринты Ехо,415,Отечественная,3000,84х108/32,
346446,978-5-367-00505-9,Фрай Макс,"Амф.Фрай Властелин Морморы. История, рассказанная сэром Джуффином Халли",0,16+,2009,Амфора,345995,"Властелин Морморы. История, рассказанная сэром Джуффином Халли  Фрай Макс ",1,/files/1836/15/09/98.jpg," В истории, рассказанной Джуффином Халли, самое удивительное вовсе не волшебные обстоятельства, не колдовские заклинания и даже не интригующие подробности, а невероятное открытие: оказывается, господин Почтеннейший Начальник Тайного Сыска тоже умеет ошибаться! Ну или по крайней мере он умеет весьма убедительно рассказывать о своих ошибках.События, о которых рассказывает в книги сэр Джуффин Халли, «происходили в самом начале Эпохи Кодекса. Если хотите представить, что это были за времена, надо понимать вот что: столетняя война всех против всех, известная как Смутные Времена, уже закончилась, но настоящим миром пока не пахло, да и жизнь еще толком не наладилась…» далее Читать Свернуть ",,твердый,266,,"13,00 см x 20,00 см x 2,10 см", 99.63%,Хроники Ехо,316,Отечественная,5000,84х108/32,
347215,978-5-367-00611-7,Фрай Макс,"Амф.Фрай Горе господина Гро: История, рассказанная сэром Кофой Йохом",0,16+,2007,Амфора,363544,Горе господина Гро,0,/files/1836/15/98/50.jpg," Вот вам история, рассказанная мудрецом, который сам почти ничего толком не понял. История о любви, боли, глупости и милосердии. История, герои которой только и делают, что удивляют друг друга, а иногда – самих себя. И это, честно говоря, лучшее, что может случиться с человеком. далее Читать Свернуть ",,твердый,144,,"13,00 см x 20,00 см x 2,30 см", 100%,Хроники Ехо,382,Отечественная,35000,84х108/32,
3483050,978-5-699-21368-9,Донцова Дарья Аркадьевна,Э.ИД(м).Бенефис мартовской кошки,0,16+,2005,Эксмо,83680,Бенефис мартовской кошки  Донцова Дарья Аркадьевна,0,/files/1377/65/03/7.jpg," ""Бенефис мартовской кошки"" Даше Васильевой катастрофически везет на трупы!.. Только она согласилась пойти на концерт классической музыки с импозантным мужчиной Стасом Комоловым - и вот он уже труп. В антракте Даша бегала для него за водой и каплями, думала ему от духоты плохо, а он возьми да помри. А на следующий день к ней домой заявились менты. Они явно подозревают Дашу в убийстве. Что же делать? Конечно, бежать! И вот она уже на Курском вокзале с саквояжем в одной руке и мопсом Хучем - в другой. За спиной у любительницы частного сыска не одно раскрытое преступление, а потому она и на этот раз не вешает нос, а решительно берется за дело… далее Читать Свернуть ",,мягкий,5,,"10,70 см x 16,50 см x 1,50 см", 72.73%,Иронический детектив,,Отечественные,,70х90/32,
3483105,5-699-07680-8,Емец Дмитрий Александрович,"Э.ЛюбКТ.Тайна ""Звездного странника""",0,12+,2004,Эксмо,179480,"Тайна ""Звездного странника""  Емец Дмитрий Александрович",0,/files/1836/33/96/55/1.jpg," Если вопреки запрету родителей ты самовольно решил присоединится к космической экспедиции, то уж будь уверен: тебя ждут серьезные неприятности! Так и случилось с Андреем и его другом-роботом Баюном. Уже в космосе они обнаруживают, что попали совсем на другой корабль, который к тому же запрограммирован на самоуничтожение. Горе-путешественникам удается избежать страшной гибели, но они попадают в лапы к жестокому космическому пирату, получеловеку-полукиборгу, Кроксу... далее Читать Свернуть ",,твердый,1,,"13,00 см x 20,00 см", 57.14%,Любимые книги Тани Гроттер,,Для среднего школьного возраста,,84х108/32,
3483322,5-04-007741-6,Донцова Дарья Аркадьевна,Э.ИД.Канкан на поминках,0,16+,2004,Эксмо,46802,Канкан на поминках  Донцова Дарья Аркадьевна,2,/files/1836/30/41/57/2.png," Бывают же на свете чудеса! Наташа - бывшая скромная лаборантка - оказывается хозяйкой богатейшего имения под Парижем. Ее муж, погибший в автокатастрофе, оставил после себя колоссальное наследство. И разумеется, над лакомой добычей начинают кружить хищники. Тут и подозрительный дамский угодник Аллан, и не менее подозрительная некая Андре, и Жаклин - бесшабашная дочь разбогатевшей русской эмигрантки. Трудно уцелеть в стае этих акул. На Наташа не намерена сдаваться, тем более ее лучшая подруга Даша готова разделить с ней все опасности этой нешуточной схватки… далее Читать Свернуть ",,твердый,7,,"13,00 см x 20,00 см", 66.67%,Иронический детектив,,Отечественные,,84х108/32,
3483448,978-5-699-21087-9,Донцова Дарья Аркадьевна,Э.ИД(м).Доллары царя Гороха,0,16+,2006,Эксмо,172180,Доллары царя Гороха  Донцова Дарья Аркадьевна,2,/files/1377/76/54/3.jpg," Ну и денек! Вначале Даша Васильева, выехав из Ложкина, наткнулась на стаю... пингвинов! Летом, в жару! Они вывели ее к опрокинутому фургону, в кабине которого находился раненый шофер - Сергей Якунин. Он попросил ее передать конверт с деньгами какой-то Кларе… А затем выяснилось, что страшный ураган смел крышу с Дашиного дома, и она вместе с семьей переехала в жуткую халупу с чудаком-хозяином. Но бытовые трудности не мешают Даше искать загадочную Клару. А в это время начинают происходить страшные события. Сергей умер в больнице не без помощи медсестры, которая отключила его дыхательный аппарат. Впрочем, она пережила его ненадолго. Вскоре погибла и невеста Сергея Катя. Даша мечется в поисках загадочной Клары и... впадает в отчаянье - все молодые дамы, с коими она имеет дело, умирают... Конечно, это неспроста! И любительница частного сыска, словно гончая, берет след!.. Мягкая обложка, бумага офсетная. далее Читать Свернуть ",,мягкий,8,,"10,70 см x 16,50 см x 1,50 см", 80%,Иронический детектив,,Отечественные,,70х90/32,
3484093,978-5-699-32779-9,Донцова Дарья Аркадьевна,Э.ИД.Легенда о трех мартышках,0,16+,2009,Эксмо,427531,Легенда о трех мартышках,0,/files/1836/19/52/50.jpg," Юбилейный, 100-й роман Дарьи Донцовой! Рекорд в области создания детективов: 100 книг за 10 лет! Эту книгу нельзя не заметить, ее украшает прозрачная подарочная суперобложка с изображением банта. ""Множество тайн разгадала любительница частного сыска Даша Васильева. Теперь ей предстоит раскрыть еще одну - самую страшную и самую важную! Тайну ее семьи! Дашу воспитала бабушка Афанасия Константиновна. Она рассказывала, что родители девочки погибли в горах. Но спустя много лет выяснилось - во всей этой истории нет ни слова правды! А правда оказалась такой невероятной, что даже прошедшая огонь, воду и медные трубы Даша Васильева отказывается в нее верить!"" далее Читать Свернуть ",,"твердый, суперобложка",4,,"13,00 см x 20,00 см x 2,20 см", 70%,Иронический детектив,384,Отечественные,250000,84х108/32,
3484573,5-699-04309-8,Донцова Дарья Аркадьевна,Э.ИД.Гарпия с пропеллером,0,16+,2003,Эксмо,61081,Гарпия с пропеллером  Донцова Дарья Аркадьевна,1,/files/1377/60/61/3.jpg," В одно отнюдь не прекрасное утро к любительнице частного сыска Даше Васильевой приехала подруга Лена Гладышева и обвинила в том, что та тайно подсунула в почтовый ящик двадцать тысяч долларов. Но это была не Даша! Муж Лены Олег исчез год назад при загадочных обстоятельствах. Лена вначале бедствовала, но от помощи гордо отказалась... Только все стало налаживаться, и бац! Кто-то подбросил ей якобы от имени Олега деньги. Подруги решили выяснить у консьержки, кто подложил конверт. Та сказала, что это была почтальонша Соняю Пока Даша беседовала с Соней, какие-то отморозки убили консьержку и тяжело ранили Лену. Почтальонша описала мужика, передавшего ей деньги. Похоже, это был... Олег. Неужели он сбежал от жены и сына? Почему?.. Менты мышей не ловят, считают происшедшее простым совпадением. Ну ничего, Дашутка всех их умоет, особенно полковника Дегтярева! Она отыщет Олега - живого или мертвого!.. далее Читать Свернуть ",,твердый,8,,"13,00 см x 20,00 см", 73.33%,Иронический детектив,,Отечественные,,84х108/32,
3484587,5-699-01786-0,Донцова Дарья Аркадьевна,Э.ИД.Инстинкт Бабы Яги,0,16+,2002,Эксмо,32774,Инстинкт Бабы Яги  Донцова Дарья Аркадьевна,2,/files/1377/55/44/0.jpg," С тех пор, как хозяйка Ивана Подушкина - бизнесвумен Элеонора - возомнила себя великой сыщицей, он потерял покой. А теперь еще Нора приобрела лицензию на сыскную деятельность и дает объявления в газетах... Первая клиентка не заставила себя долго ждать. Алена Шергина уверена, что на ее жизнь не единожды покушались. Она даже знает имя виновного - Марина Райкова. Нора советует Алене на время уехать из города, и та решает отсидеться на даче. Но по дороге Шергина трагически погибает. Элеонора посылает Ваню поговорить с Мариной, и после этого визита Райкова кончает жизнь самоубийством. Очевидно, от угрызений совести... Но Нора уверена: Алену и Марину убила одна и та же рука. А вот чтобы поймать убийцу за руку, попыхтеть придется Ивану Подушкину... далее Читать Свернуть ",,твердый,7,,"13,00 см x 20,00 см", 66.67%,Иронический детектив,,Отечественные,,84х108/32,
3487594,5-699-07675-1,Емец Дмитрий Александрович,Э.ЛюбКТ.Мальчик-вамп,0,12+,,Эксмо,180988,Мальчик-вамп  Емец Дмитрий Александрович,0,/files/nocard.jpg,,,твердый,4,,"12,00 см x 20,00 см", 70%,Любимые книги Тани Гроттер,,Для среднего школьного возраста,,84х100/32,
349600,978-5-367-00341-3,Фрай Макс,Амф.Фрай Хроники Ехо. Чуб Земли,0,16+,2007,Амфора,190519,Хроники Ехо. Чуб Земли. Туланский детектив  Фрай Макс ,1,/files/1836/80/05/5.jpg," Много историй о тайных сыщиках из Ехо было рассказано; еще больше историй осталось общим достоянием автора и персонажей. Некоторые дела, покоившиеся до поры до времени под грифом ""Совершенно секретно"", прошлое Кеттарийского Охотника и его старших товарищей, вспоминая сотрудников Тайного Сыска и великое множество других событий - все эти истории долго ждали своего часа. Можно было бы молчать и дальше, но рассказчику не хочется, чтобы все эти прекрасные вещи, которые он видел - наяву ли, во сне ли, ""на границе между светом и тенью"", - пропали навсегда, растворились в темноте, под его закрытыми веками. Поэтому старые друзья собираются вместе, на далеком острове, где десять дней в году пока дует ветер Хабабура, возможно абсолютно все. Даже невозможное… далее Читать Свернуть ",,твердый,74,,"13,00 см x 20,00 см x 2,30 см", 98.67%,Хроники Ехо,,Отечественная,,84х108/32,
350126,978-5-699-28467-2,Роллинс Джеймс,Э.КЗКБ.Пещера,0,16+,2012,Эксмо,395082,Пещера  Роллинс Джеймс ,1,/files/1836/17/58/40.jpg," Глубоко под закованной в ледяной панцирь поверхностью Антарктиды обнаружен огромный подземный лабиринт. В одной из его пещер найдены остатки древнего поселения, возникшего около пяти миллионов лет назад, то есть еще до появления самых ранних предков человека. Кто же жил здесь в те давние времена? Команда ученых-антропологов должна спуститься к центру Земли, чтобы разгадать эту загадку и заодно выяснить происхождение найденной в подземном поселке статуэтки, вырезанной из цельного алмаза. Но темные туннели, пещеры и подземные реки скрывают не только эту тайну. Ученые довольно быстро начинают понимать, что они не одни в этом таинственном лабиринте. Новый супербестселлер, новые захватывающие приключения от автора ""Пирамиды"", ""Амазонии"" и ""Песчаного дьявола"". далее Читать Свернуть ",,твердый,26,,"21,50 см x 14,50 см x 3,80 см", 96.3%,"Книга-загадка, книга-бестселлер",512,Зарубежная,18000,218.00mm x 146.00mm x 38.00mm,
351963,978-5-367-00735-0,Фрай Макс,Амф.Фрай Гнезда Химер. Хрокник Хугайды доп.,0,16+,2017,Амфора,399747,Гнезда Химер. Хрокники Хугайды  Фрай Макс ,4,/files/1836/17/82/78.jpg," Роман написан автором в двух версиях. Сэр Макс внезапно оказывается в чужом Мире. Герою предстоят долгие странствия, чтобы найти того, кто поможет ему вернуться домой. далее Читать Свернуть ",,твердый,21,,"13,00 см x 20,00 см", 84%,Лабиринты Ехо,559,Отечественная,5000,84х108/32,
3525030,978-5-699-20687-2,Донцова Дарья Аркадьевна,Э.ИД(м).Фокус-покус от Василисы Ужасной,0,16+,2005,Эксмо,207390,Фокус-покус от Василисы Ужасной  Донцова Дарья Аркадьевна,1,/files/1836/30/41/56/8.png," Кто бы мог подумать, что мой поход на концерт, устроенный ""Русским радио"", выльется в расследование убийства, а потом и в сюжет для нового детектива! Меня, писательницу Арину Виолову, в миру Виолу Тараканову, отнюдь не балуют приглашениями в разные ток-шоу и на тусовки знаменитостей. Поэтому я явилась на концерт заранее. Заблудилась за кулисами - занесла меня туда нелегкая! - и стала свидетельницей драки между соучредителем ""Русского радио"" Сергеевым и скандально знаменитым продюсером Волковым. Потом хлебнула лишнего и отключилась, а когда пришла в себя, узнала, что Волков убит, Сергеев арестован, а моя скромная персона проходит свидетелем по этому делу. Как вам такая ситуация, а? Но, главное, я имела глупость пообещать найти истинного убийцу... В расследовании мне фатально не везло, но отпускать руки не в моих правилах. Ведь если за дело берется Виола Тараканова, то оно просто обречено на успех!.. далее Читать Свернуть ",,мягкий,2,,"10,75 см x 16,50 см x 1,90 см", 55.56%,Иронический детектив,,Отечественные,,70х90/32,
3525076,978-5-699-21093-0,Донцова Дарья Аркадьевна,Э.ИД(м).Покер с акулой,0,16+,2003,Эксмо,40792,Покер с акулой  Донцова Дарья Аркадьевна,0,/files/nocard.jpg," На дворе декабрь, а у меня земля горит под ногами! Сначала позвонила неизвестная женщина, перепутав мой телефон с номером подруги. Ей явно кто-то угрожал, и она молила о помощи. Конечно же, я, как полная дура, мчусь по названному адресу. Но звонившая... умирает у меня на руках. Чуть позже, занимаясь поисками пропавшей жены бензинового короля, мне удалось выйти на убийцу своей случайной телефонной знакомой. Но удача покинула меня - все свидетели мертвы. Попробуйте взять показания у трупа!... далее Читать Свернуть ",,мягкий,3,,"10,80 см x 16,50 см x 1,40 см", 66.67%,Иронический детектив,,Отечественные,,70х90/32,
3525779,978-5-699-31504-8,Донцова Дарья Аркадьевна,Э.НД-2009(м).Дантисты тоже плачут,0,16+,2008,Эксмо,418220,Дантисты тоже плачут  Донцова Дарья Аркадьевна,0,/files/1836/18/96/65.jpg," В поисках случайно выкинутой фамильной драгоценности Даша Васильева отправляется на городскую свалку и обнаруживает там... труп. Кому же может быть выгодна смерть небогатой девушки, не имеющей ничего общего с криминальным миром? Видя полное отсутствие интереса со стороны милиции к этому бесперспективному делу, Даша решает сама найти убийцу. Через некоторое время ей становится ясно, что преуспевающий и модный стоматолог Владимир Резниченко таинственным образом связан с убитой... далее Читать Свернуть ",,мягкий,3,,"11,00 см x 16,50 см x 2,00 см", 66.67%,,320,Отечественные,8000,70х90/32,
3526766,978-5-699-34613-4,Донцова Дарья Аркадьевна,Э.Донцова Букет прекрасных дам: роман,0,16+,2013,Эксмо,484398,Букет прекрасных дам,2,/files/1377/22/39/56.jpg," Кто не знает всемирно известного сыщика Ниро Вульфа и его бессменного помощника Арчи Гудвина!.. Пожилая, но очень богатая бизнес-леди Элеонора, прикованная к инвалидному креслу, и ее личный секретарь Иван Подушкин очень напоминают эту парочку... Как-то декабрьским вечером Нора попросила Ивана встретить внучку. Риту на его глазах сбивает ""Вольво"" с заляпанными грязью номерами и скрывается с места преступления. После похорон Нора просит Ивана узнать, с кем провела последний вечер внучка. Он знакомится с Ритиной подругой Настей и понимает - она что-то скрывает. Явившись к ней, чтобы выяснить правду, он находит ее мертвой в ванной. Потом умирают еще пара приятелей Риты. Их смерть кажется естественной, но Нора считает, что их, как и ее внучку, кто-то убил, и поручает своему ""Арчи Гудвину"" все выяснить... далее Читать Свернуть ",,мягкий,10,,"10,75 см x 16,50 см", 83.33%,,348,Отечественные,5100,163.00mm x 107.00mm x 20.00mm,
3526929,978-5-699-41930-2,Донцова Дарья Аркадьевна,Э.ИД(м).Белый конь на принце,0,16+,2016,Эксмо,521081,Белый конь на принце  Донцова Дарья Аркадьевна,3,/files/1836/32/97/61/4.jpeg," Что делать, если в доме завелся домовой-озорник - важные документы все время пропадают неизвестно куда? Их нужно надежно спрятать!.. Перед посещением банка Даша Васильева наведалась к доктору, который сделал ей ""уколы красоты"", и в зал для вин-клиентов ее не пустили - лицо чудовищно распухло. А пока выясняли, кто этот монстр с паспортом Даши Васильевой, в банке произошло ограбление! Нападавшие забрали самое дорогое - папку с бесценными документами! Идти домой, рвать на себе волосы и каяться родным во всех грехах нельзя! Иначе не оберешься насмешек - и за дурацкий внешний вид, и за неподражаемый талант все терять и забывать. Нот, Даша сама попробует найти бандитов и потребует вернуть ей бумаги. Нереально? Только не для любительницы частного сыска! далее Читать Свернуть ",,мягкий,9,,"11,00 см x 16,50 см x 2,20 см", 75%,Иронический детектив,384,Отечественные,,166.00mm x 109.00mm x 22.00mm,
3527003,978-5-699-49255-8,Емец Дмитрий Александрович,Э.Емец(нов.пр).Прикл.домовят(нов.оф),0,6+,2011,Эксмо,805423,Приключения домовят ,0,/files/1836/27/90/84.jpg," Митины папа и мама и представить не могли, какие необычные друзья скоро появятся у их сына! По правде, Митя и сам не ожидал, что, переехав в новую квартиру, подружится... с домовятами! Проказливыми, изобретательными и очень, очень непоседливыми! Какую только шалость не придумают Хлопотун, Пузатик и Вреднючка: дуэль на подушках, суп из мочалки, укрощение собаки воздушными шариками! Но самое интересное друзей ждет впереди - знакомство с настоящими Дедом Морозом и Снегурочкой! далее Читать Свернуть ",,твердый,2,,"24,00 см x 17,00 см x 1,90 см", 62.5%,,316,Для младшего школьного возраста,5000,240.00mm x 170.00mm x 20.00mm,
3532494,5-93556-214-6,Емец Дмитрий Александрович,Арм. Емец Великое Нечто,0,16+,,Армада-пресс,83797,Великое Нечто  Емец Дмитрий Александрович,0,/files/nocard.jpg,,,твердый,1,,"13,00 см x 20,00 см", 57.14%,,,Отечественная,,84х108/32,
354641,978-5-699-31060-9,Роллинс Джеймс,Э.КЗКБ.Бездна,0,16+,2012,Эксмо,410989,Бездна  Роллинс Джеймс ,0,/files/1836/18/54/07.jpg," Утром того дня, когда должно было произойти первое солнечное затмение нового тысячелетия, никто не подозревал, что вскоре жизнь всего человечества изменится самым роковым образом. Когда Земля накрылась темной пеленой, мощная вспышка на Солнце спровоцировала серию природных катастроф. Землетрясения и извержения вулканов сотрясли земной шар. Ученый Джек Киркланд подозревает, что причина этих катаклизмов как-то связана со странной кристаллической колонной, обнаруженной на дне океана. На этой колонне высечены загадочные письмена, в которых древний народ, живший двенадцать тысяч лет назад, пытался передать какое-то предостережение. Новый супербестселлер, новые захватывающие приключения от автора «Пирамиды», «Амазонии» и «Песчаного дьявола». далее Читать Свернуть ",,твердый,18,,"21,50 см x 14,50 см x 4,00 см", 100%,"Книга-загадка, книга-бестселлер",544,Зарубежная,20000,218.00mm x 148.00mm x 42.00mm,
355594,978-5-699-30197-3,Емец Дмитрий Александрович,"Э.Дет.Мафия(м).Тайна ""Звездного странника""",0,12+,2008,Эксмо,412891,"Тайна ""Звездного странника""  Емец Дмитрий Александрович",0,/files/1836/18/66/95.jpg," Если вопреки запрету родителей ты самовольно решил присоединиться к космической экспедиции, то уж будь уверен: тебя ждут серьезные неприятности! Так и случилось с Андреем и его другом роботом Баюном. Уже в космосе они обнаруживают, что попали совсем на другой корабль, который к тому же запрограммирован на самоуничтожение. Горе-путешественникам удается избежать страшной гибели, но они попадают в лапы к жестокому космическому пирату, получеловеку-полукиборгу Кроксу... далее Читать Свернуть ",,мягкий,0,,"12,50 см x 20,00 см x 1,90 см", 50%,Волшебные миры Дмитрия Емца,320,Для среднего школьного возраста,5100,84х108/32,
3567591,978-5-699-21092-3,Донцова Дарья Аркадьевна,Э.ИД(м).Маникюр для покойника,0,16+,2005,Эксмо,36100,Маникюр для покойника  Донцова Дарья Аркадьевна,1,/files/1377/55/94/1.jpg," Вот уже тридцать лет мои дни скучны и однообразны. Нет подруг, нет близких. И вдруг моя жизнь в одночасье изменилась. Судьба подарила мне подругу — Катю! Но... спустя день ее похитили. Неизвестные требовали документы, которые хранились у какого-то Кости Катукова. Найти Катю и вернуть ее в лоно семьи было моим долгом! Недолго думая, я поехала к нему домой, но хозяин квартиры был мертв. Мне так и не удалось найти те злополучные документы! Знать бы, что это стало началом моего кошмара... далее Читать Свернуть ",,мягкий,4,,"13,00 см x 20,00 см x 1,50 см", 63.64%,Иронический детектив,,Отечественные,,84х108/32,
3567594,978-5-699-21100-5,Донцова Дарья Аркадьевна,Э.ИД(м).Сафари на черепашку,0,16+,2006,Эксмо,274727,Сафари на черепашку  Донцова Дарья Аркадьевна,0,/files/1836/11/15/07.jpg," Сафари на черепашку! Первый раз слышите о столь экстремальном развлечении?! А Иван Павлович Подушкин стал его непосредственным участником! Но это все между делом! То есть между расследованием очередного преступления, в ходе которого Ване чего только ни пришлось вынести: побывать в плену у бандитов, сидеть замурованным в заброшенном бункере и даже переодеться женщиной. Вы удивитесь, но последнее оказалось самым страшным испытанием! далее Читать Свернуть ",,мягкий,4,,"10,50 см x 16,50 см x 2,20 см", 70%,Иронический детектив,384,Отечественные,400000,70х90/32,
3567647,978-5-699-17813-1,Емец Дмитрий Александрович,Э.ТГ.Таня Гроттер11.И перстень с жемчужиной,0,12+,2006,Эксмо,284191,Таня Гроттер и перстень с жемчужиной  Емец Дмитрий Александрович,2,/files/1836/11/82/68.jpg," После окончания Тибидохса прошел год. Время всех разбросало, все перемешало. Таня и Ягун остались в магспирантуре. Семь-Пень-Дыр, Попугаева и Зализина перебрались в мир к лопухоидам. Гробыня Склепова с Гуней обосновались на Лысой Горе. Ванька забрался в лесную глушь и живет вдали от мира, общаясь лишь с лешаками. Правда, иногда купидончики приносят Тане от него письма… У неугомонного Ягуна возникает идея устроить вечер встречи выпускников и собрать весь курс вместе. И вот приглашения разосланы, гости собрались. Казалось бы, все как прежде, но не совсем… Бессмертник Кощеев хочет перевести школу с острова Буяна в Заполярье, где вечная мерзлота. Для этого он присылает в Тибидохс ревизора Зербагана, которого связывает с островом некая тайна… далее Читать Свернуть ",,твердый,83,,"13,00 см x 20,00 см", 97.65%,Таня Гроттер,416,Для среднего школьного возраста,90000,84х108/32,
3569130,978-5-699-37657-5,Донцова Дарья Аркадьевна,Э.ИД.Летучий самозванец,0,16+,2009,Эксмо,456313,Летучий самозванец ,0,/files/1836/21/29/49.jpg," ""Я, Виола Тараканова, отправилась в плавание на теплоходе -Летучий самозванец"" в компании моего бойфренда Юры Шумакова. Плавсредство зафрахтовал его дядя Василий Самойлов для сотрудников своей кондитерской фабрики, которых он якобы ужасно хотел видеть одной дружной семьей... Напрасно я поверила в эту идиллию! Оказалось, конкуренты стащили у Самойлова идею нового сорта конфет, и он решил во время отдыха разоблачить предателя. Прежде чем искать конфетного вора, нам с Юрой пришлось расследовать внезапную смерть девочек из приюта, курируемого женой Самойлова. А вскоре на нашем ""Летучем самозванце"" объявились жуткие монстры-мутанты... И, видимо, чтобы окончатель- но доконать несчастную Вилку, кухарка, оказавшаяся моей бывшей одноклассницей, заявила, что наше путешест- вие - маршрут в ад!=={изображение большое}== 024015.jpg далее Читать Свернуть ",,твердый,4,,"13,00 см x 20,00 см x 2,50 см", 70%,Иронический детектив,384,Отечественные,250100,196.00mm x 102.00mm x 24.00mm,
3571324,978-5-699-35290-6,Донцова Дарья Аркадьевна,Э.Донцова Три мешка хитростей: роман,0,16+,2010,Эксмо,484465,Три мешка хитростей,0,/files/1836/34/87/47/7.jpg,,,мягкий,2,,"10,75 см x 16,50 см", 62.5%,,352,Отечественные,5000,70х90/32,
3572469,,Донцова Дарья Аркадьевна,Донцова Сволочь ненаглядная: роман,0,16+,,Эксмо,473598,Сволочь ненаглядная,0,/files/nocard.jpg,,,,2,,, 62.5%,,,Отечественные,,,
358358,978-5-373-03892-8,Хантер Эрин,ОЛМА Странники Последняя глушь,0,6+,2011,Олма-пресс,714654,Последняя глушь  Хантер Эрин ,1,/files/1836/26/86/63.jpg," Белая медведица Каллик, медвежонок-гризли Токло, черная медведица-барибал Луса и волшебный медвежонок Уджурак приходят в место, где, как они думают, не должно быть плосколицых, а дичь никогда не переводится. Но медведей ожидает неприятное открытие. Нефтедобывающая компания грозит уничтожить последнюю глушь, вырубив леса и проложив трубы через ранее девственные территории. Опасность угрожает не только четырем друзьям, но и всему дикому миру. Медведи понимают, что только они могут помешать людям уничтожить природу. Новое путешествие начинается. далее Читать Свернуть ",,твердый,11,,"13,00 см x 20,00 см", 91.67%,Странники,320,Для младшего школьного возраста,5000,84х108/32,
